Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases,Age Group,Purchase Level
2710,35,Female,Shirt,Clothing,54,Illinois,S,Cyan,Winter,2.9,No,No,9,Credit Card,Bi-Weekly,26-35,Medium
2713,37,Female,Jacket,Outerwear,95,North Dakota,L,Brown,Fall,4.6,No,No,7,Debit Card,Quarterly,36-45,High
2715,53,Female,Sweater,Clothing,45,Iowa,S,Olive,Winter,3.6,No,No,16,Credit Card,Bi-Weekly,46-55,Medium
2717,47,Female,Shoes,Footwear,40,Colorado,L,Black,Spring,2.7,No,No,21,Debit Card,Weekly,46-55,Medium
2721,55,Female,Scarf,Accessories,52,Maryland,M,Peach,Spring,2.8,No,No,45,Bank Transfer,Quarterly,46-55,Medium
2724,54,Female,Shoes,Footwear,49,Texas,XL,Brown,Summer,2.9,No,No,3,PayPal,Every 3 Months,46-55,Medium
2725,52,Female,Sneakers,Footwear,91,Missouri,M,Brown,Spring,2.5,No,No,11,Debit Card,Fortnightly,46-55,High
2727,33,Female,Belt,Accessories,92,Michigan,L,Blue,Winter,3.3,No,No,11,PayPal,Bi-Weekly,26-35,High
2728,40,Female,Shirt,Clothing,87,Colorado,L,Charcoal,Winter,3.7,No,No,47,Credit Card,Fortnightly,36-45,High
2730,31,Female,Gloves,Accessories,71,Montana,S,Violet,Summer,4.1,No,No,32,Credit Card,Monthly,26-35,High
2732,52,Female,Handbag,Accessories,33,Wisconsin,M,Red,Summer,2.5,No,No,44,Bank Transfer,Quarterly,46-55,Medium
2734,31,Female,Backpack,Accessories,83,North Carolina,M,Magenta,Summer,4.7,No,No,46,PayPal,Annually,26-35,High
2736,46,Female,Skirt,Clothing,29,California,M,Yellow,Spring,3.0,No,No,2,PayPal,Bi-Weekly,46-55,Low
2737,44,Female,Hoodie,Clothing,25,Montana,M,Pink,Spring,4.8,No,No,45,Credit Card,Annually,36-45,Low
2739,50,Female,Sneakers,Footwear,81,Ohio,M,Charcoal,Summer,4.3,No,No,39,Venmo,Every 3 Months,46-55,High
2740,33,Female,Shirt,Clothing,80,Alaska,XL,Blue,Winter,2.5,No,No,39,Credit Card,Every 3 Months,26-35,High
2745,38,Female,Shirt,Clothing,66,Wyoming,M,Silver,Winter,3.3,No,No,40,Credit Card,Monthly,36-45,Medium
2747,39,Female,Hoodie,Clothing,25,Ohio,M,Orange,Fall,3.7,No,No,21,PayPal,Every 3 Months,36-45,Low
2751,51,Female,Sandals,Footwear,66,Alaska,L,Pink,Spring,2.7,No,No,26,PayPal,Every 3 Months,46-55,Medium
2753,48,Female,Sweater,Clothing,64,Colorado,S,Peach,Winter,4.0,No,No,30,Venmo,Bi-Weekly,46-55,Medium
2757,42,Female,Hat,Accessories,23,Minnesota,L,Violet,Winter,4.1,No,No,41,PayPal,Monthly,36-45,Low
2758,39,Female,Hat,Accessories,98,Delaware,XL,Brown,Fall,4.3,No,No,11,Venmo,Monthly,36-45,High
2759,32,Female,Blouse,Clothing,98,Illinois,M,Purple,Summer,3.2,No,No,8,Bank Transfer,Bi-Weekly,26-35,High
2761,41,Female,Skirt,Clothing,82,Alaska,S,Violet,Fall,5.0,No,No,41,Credit Card,Bi-Weekly,36-45,High
2762,31,Female,Sneakers,Footwear,82,Michigan,M,Purple,Fall,3.4,No,No,3,Credit Card,Every 3 Months,26-35,High
2768,31,Female,Dress,Clothing,95,Iowa,M,Green,Spring,4.5,No,No,31,Cash,Monthly,26-35,High
2769,55,Female,Blouse,Clothing,25,Kansas,M,Beige,Spring,3.8,No,No,28,PayPal,Bi-Weekly,46-55,Low
2770,32,Female,Shirt,Clothing,89,Oklahoma,L,Lavender,Fall,3.0,No,No,13,Cash,Weekly,26-35,High
2771,50,Female,Boots,Footwear,44,Nebraska,S,Blue,Fall,3.3,No,No,22,Bank Transfer,Quarterly,46-55,Medium
2774,39,Female,Pants,Clothing,98,Arizona,S,Maroon,Spring,4.6,No,No,45,Bank Transfer,Quarterly,36-45,High
2776,37,Female,Socks,Clothing,25,Montana,L,Red,Fall,3.6,No,No,16,Debit Card,Weekly,36-45,Low
2777,46,Female,Scarf,Accessories,62,Wyoming,L,Green,Fall,2.9,No,No,6,Bank Transfer,Annually,46-55,Medium
2778,52,Female,Blouse,Clothing,24,Idaho,M,Magenta,Fall,4.8,No,No,28,Credit Card,Every 3 Months,46-55,Low
2781,33,Female,Boots,Footwear,70,Ohio,M,Charcoal,Winter,4.1,No,No,29,PayPal,Fortnightly,26-35,Medium
2783,41,Female,Gloves,Accessories,34,Idaho,S,Cyan,Spring,3.8,No,No,30,PayPal,Annually,36-45,Medium
2785,33,Female,Skirt,Clothing,70,Idaho,M,Black,Winter,3.1,No,No,12,PayPal,Every 3 Months,26-35,Medium
2786,53,Female,Blouse,Clothing,80,Louisiana,S,Green,Summer,2.9,No,No,13,Bank Transfer,Monthly,46-55,High
2787,54,Female,Handbag,Accessories,51,Colorado,M,Violet,Spring,3.8,No,No,41,Debit Card,Every 3 Months,46-55,Medium
2788,36,Female,Boots,Footwear,79,West Virginia,XL,Pink,Spring,4.1,No,No,4,Venmo,Fortnightly,36-45,High
2791,34,Female,Socks,Clothing,63,Maine,M,Black,Spring,4.5,No,No,24,Debit Card,Annually,26-35,Medium
2792,43,Female,Gloves,Accessories,60,Iowa,M,Yellow,Fall,2.8,No,No,14,Venmo,Fortnightly,36-45,Medium
2793,54,Female,Shorts,Clothing,44,Kentucky,L,Violet,Winter,3.2,No,No,11,Credit Card,Weekly,46-55,Medium
2794,37,Female,Boots,Footwear,57,Massachusetts,M,Silver,Spring,3.1,No,No,27,Debit Card,Bi-Weekly,36-45,Medium
2795,33,Female,Jacket,Outerwear,24,New York,M,Gold,Fall,3.3,No,No,7,Cash,Fortnightly,26-35,Low
2796,33,Female,Scarf,Accessories,35,Nebraska,M,Magenta,Winter,3.4,No,No,49,PayPal,Annually,26-35,Medium
2797,55,Female,Jacket,Outerwear,73,Oklahoma,M,Red,Winter,3.8,No,No,21,Cash,Annually,46-55,High
2799,52,Female,Hoodie,Clothing,20,Rhode Island,XL,Red,Winter,4.8,No,No,37,PayPal,Weekly,46-55,Low
2804,46,Female,T-shirt,Clothing,44,Idaho,M,Violet,Winter,3.3,No,No,31,Bank Transfer,Monthly,46-55,Medium
2807,45,Female,Blouse,Clothing,39,South Carolina,L,Purple,Spring,2.7,No,No,50,Credit Card,Annually,36-45,Medium
2809,49,Female,Skirt,Clothing,62,Tennessee,M,Beige,Spring,3.9,No,No,45,PayPal,Every 3 Months,46-55,Medium
2814,45,Female,Shirt,Clothing,50,Vermont,S,Maroon,Summer,3.3,No,No,39,Debit Card,Quarterly,36-45,Medium
2815,31,Female,T-shirt,Clothing,32,Minnesota,L,Gold,Winter,3.6,No,No,14,Bank Transfer,Monthly,26-35,Medium
2816,33,Female,Blouse,Clothing,67,Idaho,L,Black,Fall,3.9,No,No,40,Venmo,Every 3 Months,26-35,Medium
2817,43,Female,Skirt,Clothing,28,Maryland,M,Black,Spring,3.5,No,No,45,Venmo,Weekly,36-45,Low
2819,46,Female,Shorts,Clothing,73,California,M,Turquoise,Fall,4.7,No,No,12,Debit Card,Annually,46-55,High
2822,35,Female,Shoes,Footwear,72,Georgia,L,Olive,Summer,4.5,No,No,37,Venmo,Monthly,26-35,High
2825,39,Female,Hat,Accessories,90,Utah,M,Purple,Fall,4.0,No,No,49,Debit Card,Quarterly,36-45,High
2827,32,Female,Handbag,Accessories,43,Florida,L,Brown,Fall,3.6,No,No,23,Venmo,Annually,26-35,Medium
2832,34,Female,Hoodie,Clothing,53,Virginia,L,Pink,Winter,5.0,No,No,4,Credit Card,Weekly,26-35,Medium
2834,43,Female,Jeans,Clothing,56,Arkansas,M,Teal,Fall,3.3,No,No,19,Cash,Monthly,36-45,Medium
2835,39,Female,Jacket,Outerwear,43,Texas,M,Indigo,Fall,2.9,No,No,17,Credit Card,Weekly,36-45,Medium
2836,33,Female,T-shirt,Clothing,84,Vermont,S,Pink,Winter,4.9,No,No,7,Venmo,Annually,26-35,High
2837,51,Female,Pants,Clothing,50,Wyoming,M,Charcoal,Winter,5.0,No,No,21,Cash,Bi-Weekly,46-55,Medium
2839,51,Female,Jacket,Outerwear,50,Maine,M,Blue,Fall,3.7,No,No,2,Bank Transfer,Weekly,46-55,Medium
2841,40,Female,T-shirt,Clothing,47,West Virginia,L,Pink,Spring,3.5,No,No,41,Cash,Annually,36-45,Medium
2844,51,Female,Sweater,Clothing,26,Ohio,M,White,Summer,3.6,No,No,41,Venmo,Weekly,46-55,Low
2845,32,Female,Hat,Accessories,79,New Mexico,M,Indigo,Summer,4.4,No,No,42,Venmo,Annually,26-35,High
2847,50,Female,Socks,Clothing,36,Oklahoma,XL,Black,Fall,2.8,No,No,15,PayPal,Bi-Weekly,46-55,Medium
2849,33,Female,Boots,Footwear,72,Wisconsin,L,Gray,Fall,4.9,No,No,28,Bank Transfer,Quarterly,26-35,High
2853,40,Female,Belt,Accessories,71,New York,M,Magenta,Spring,3.0,No,No,30,Venmo,Weekly,36-45,High
2854,37,Female,Hat,Accessories,48,Pennsylvania,M,Magenta,Winter,3.2,No,No,9,PayPal,Weekly,36-45,Medium
2855,36,Female,Sandals,Footwear,28,Delaware,M,Beige,Fall,2.7,No,No,25,Venmo,Monthly,36-45,Low
2858,44,Female,Dress,Clothing,93,Utah,S,Maroon,Spring,3.8,No,No,35,Debit Card,Monthly,36-45,High
2859,34,Female,Jeans,Clothing,87,Maryland,L,Teal,Summer,3.8,No,No,46,Bank Transfer,Monthly,26-35,High
2860,31,Female,Shorts,Clothing,32,Utah,L,Yellow,Fall,3.4,No,No,29,Bank Transfer,Annually,26-35,Medium
2864,37,Female,T-shirt,Clothing,56,Connecticut,M,Yellow,Fall,3.9,No,No,18,Venmo,Monthly,36-45,Medium
2867,54,Female,Blouse,Clothing,75,Connecticut,S,Violet,Summer,3.1,No,No,19,Cash,Annually,46-55,High
2869,45,Female,Backpack,Accessories,49,Colorado,M,Black,Winter,2.6,No,No,42,PayPal,Every 3 Months,36-45,Medium
2871,47,Female,Jewelry,Accessories,34,North Dakota,M,Blue,Winter,4.8,No,No,49,Debit Card,Every 3 Months,46-55,Medium
2872,46,Female,Shorts,Clothing,43,Idaho,S,Black,Summer,2.7,No,No,40,Venmo,Bi-Weekly,46-55,Medium
2874,44,Female,Sweater,Clothing,40,Montana,M,Teal,Spring,2.6,No,No,8,Bank Transfer,Monthly,36-45,Medium
2875,36,Female,Shirt,Clothing,29,Colorado,L,Silver,Summer,3.1,No,No,2,Debit Card,Annually,36-45,Low
2878,32,Female,Socks,Clothing,46,New Jersey,M,Silver,Summer,3.6,No,No,34,Venmo,Monthly,26-35,Medium
2882,38,Female,Backpack,Accessories,90,Texas,M,Cyan,Winter,4.2,No,No,6,Bank Transfer,Annually,36-45,High
2885,55,Female,Boots,Footwear,50,Arkansas,M,Purple,Summer,3.4,No,No,47,Credit Card,Every 3 Months,46-55,Medium
2887,42,Female,Hat,Accessories,33,Utah,L,Blue,Spring,4.2,No,No,29,PayPal,Weekly,36-45,Medium
2891,39,Female,Jeans,Clothing,55,North Dakota,M,Violet,Winter,3.7,No,No,23,Credit Card,Monthly,36-45,Medium
2892,47,Female,T-shirt,Clothing,73,Ohio,XL,Black,Winter,2.5,No,No,10,PayPal,Monthly,46-55,High
2895,35,Female,Jewelry,Accessories,32,Kentucky,S,Brown,Spring,3.5,No,No,41,Venmo,Annually,26-35,Medium
2898,43,Female,Jacket,Outerwear,59,Montana,L,Violet,Fall,2.5,No,No,2,Cash,Fortnightly,36-45,Medium
2900,50,Female,Boots,Footwear,64,Nebraska,M,Gold,Spring,4.2,No,No,22,Bank Transfer,Fortnightly,46-55,Medium
2901,41,Female,Blouse,Clothing,67,Maryland,XL,Violet,Winter,4.0,No,No,23,Cash,Bi-Weekly,36-45,Medium
2902,41,Female,Blouse,Clothing,43,Alabama,L,Olive,Winter,2.6,No,No,46,Credit Card,Quarterly,36-45,Medium
2904,38,Female,Scarf,Accessories,39,Delaware,S,Teal,Spring,3.5,No,No,24,Credit Card,Every 3 Months,36-45,Medium
2905,41,Female,Sandals,Footwear,41,Iowa,M,Gray,Spring,4.0,No,No,43,Venmo,Monthly,36-45,Medium
2909,43,Female,Blouse,Clothing,87,Texas,M,Beige,Winter,3.1,No,No,15,Debit Card,Every 3 Months,36-45,High
2911,32,Female,Belt,Accessories,32,Mississippi,M,Blue,Summer,2.9,No,No,41,Credit Card,Monthly,26-35,Medium
2913,48,Female,Shoes,Footwear,37,Oregon,M,Yellow,Winter,4.0,No,No,27,Cash,Bi-Weekly,46-55,Medium
2914,43,Female,Coat,Outerwear,83,Wyoming,L,Cyan,Winter,3.5,No,No,12,Cash,Every 3 Months,36-45,High
2915,45,Female,Sweater,Clothing,72,Pennsylvania,M,Yellow,Fall,3.8,No,No,1,Debit Card,Bi-Weekly,36-45,High
2921,33,Female,Sunglasses,Accessories,72,Texas,XL,Brown,Spring,4.9,No,No,3,Debit Card,Bi-Weekly,26-35,High
2923,45,Female,Sunglasses,Accessories,68,Kentucky,L,Beige,Winter,3.5,No,No,16,PayPal,Quarterly,36-45,Medium
2925,47,Female,Shirt,Clothing,64,Rhode Island,L,Indigo,Winter,3.7,No,No,37,Debit Card,Every 3 Months,46-55,Medium
2926,54,Female,Sweater,Clothing,91,Illinois,M,Maroon,Spring,2.8,No,No,43,Credit Card,Every 3 Months,46-55,High
2928,45,Female,Shirt,Clothing,24,Missouri,M,Black,Summer,2.7,No,No,15,Venmo,Bi-Weekly,36-45,Low
2929,40,Female,Jewelry,Accessories,80,Alabama,L,Yellow,Spring,3.6,No,No,17,Credit Card,Weekly,36-45,High
2930,31,Female,Socks,Clothing,53,Maine,XL,White,Winter,4.5,No,No,42,Venmo,Fortnightly,26-35,Medium
2931,38,Female,T-shirt,Clothing,50,Mississippi,M,Orange,Spring,4.0,No,No,14,Venmo,Monthly,36-45,Medium
2932,36,Female,Jewelry,Accessories,31,Alabama,M,Magenta,Fall,4.5,No,No,49,Credit Card,Bi-Weekly,36-45,Medium
2935,38,Female,Gloves,Accessories,22,Idaho,M,Orange,Fall,4.7,No,No,41,Bank Transfer,Quarterly,36-45,Low
2937,31,Female,Skirt,Clothing,34,Washington,M,White,Spring,3.6,No,No,46,PayPal,Weekly,26-35,Medium
2940,32,Female,Sweater,Clothing,46,Kentucky,M,Beige,Winter,4.3,No,No,34,Venmo,Weekly,26-35,Medium
2942,38,Female,Skirt,Clothing,86,Pennsylvania,L,Purple,Spring,3.7,No,No,27,PayPal,Monthly,36-45,High
2943,54,Female,Socks,Clothing,63,Hawaii,M,Brown,Summer,2.6,No,No,37,Bank Transfer,Weekly,46-55,Medium
2945,50,Female,Sneakers,Footwear,95,New York,XL,Cyan,Summer,3.9,No,No,4,Venmo,Every 3 Months,46-55,High
2946,32,Female,Belt,Accessories,49,Delaware,M,Charcoal,Summer,4.8,No,No,1,Credit Card,Every 3 Months,26-35,Medium
2947,38,Female,Pants,Clothing,77,Hawaii,L,Purple,Spring,2.8,No,No,29,Bank Transfer,Quarterly,36-45,High
2948,52,Female,Jewelry,Accessories,63,Nebraska,L,Peach,Spring,4.4,No,No,50,Venmo,Annually,46-55,Medium
2952,47,Female,Scarf,Accessories,99,Arkansas,L,Maroon,Fall,4.6,No,No,14,Cash,Weekly,46-55,High
2953,50,Female,Belt,Accessories,24,Alabama,M,Peach,Spring,4.9,No,No,5,Debit Card,Monthly,46-55,Low
2954,45,Female,Dress,Clothing,82,Maryland,M,Silver,Summer,4.8,No,No,11,Credit Card,Annually,36-45,High
2955,33,Female,T-shirt,Clothing,28,South Dakota,M,Indigo,Winter,3.9,No,No,15,Credit Card,Annually,26-35,Low
2956,42,Female,Boots,Footwear,67,Vermont,M,Silver,Winter,2.6,No,No,46,Credit Card,Annually,36-45,Medium
2957,52,Female,Dress,Clothing,88,Montana,M,Olive,Fall,3.7,No,No,30,Venmo,Monthly,46-55,High
2959,55,Female,Skirt,Clothing,100,Ohio,M,Black,Summer,4.5,No,No,28,PayPal,Monthly,46-55,High
2960,38,Female,Handbag,Accessories,28,Texas,L,Maroon,Summer,4.7,No,No,9,PayPal,Quarterly,36-45,Low
2962,33,Female,Hoodie,Clothing,43,New Hampshire,S,Gold,Fall,2.8,No,No,21,Debit Card,Bi-Weekly,26-35,Medium
2964,52,Female,Boots,Footwear,97,Maine,M,Brown,Spring,3.6,No,No,28,Credit Card,Weekly,46-55,High
2965,44,Female,Coat,Outerwear,25,Ohio,S,White,Fall,3.8,No,No,13,Venmo,Fortnightly,36-45,Low
2966,48,Female,Scarf,Accessories,45,Delaware,M,Blue,Summer,4.4,No,No,25,PayPal,Fortnightly,46-55,Medium
2967,52,Female,Boots,Footwear,49,Oklahoma,L,Orange,Fall,2.8,No,No,38,Debit Card,Every 3 Months,46-55,Medium
2968,34,Female,Sneakers,Footwear,36,Indiana,L,Silver,Summer,3.4,No,No,40,Venmo,Annually,26-35,Medium
2970,36,Female,Belt,Accessories,62,Vermont,S,Blue,Fall,4.3,No,No,20,Cash,Every 3 Months,36-45,Medium
2973,31,Female,Jacket,Outerwear,39,New York,S,Indigo,Fall,4.2,No,No,11,Venmo,Every 3 Months,26-35,Medium
2978,38,Female,Shorts,Clothing,47,Washington,L,Gold,Winter,3.4,No,No,20,Venmo,Annually,36-45,Medium
2979,53,Female,Shorts,Clothing,56,Idaho,S,Cyan,Spring,3.9,No,No,49,Bank Transfer,Fortnightly,46-55,Medium
2980,31,Female,Jeans,Clothing,91,Louisiana,L,Olive,Fall,2.6,No,No,14,PayPal,Weekly,26-35,High
2983,33,Female,Dress,Clothing,45,Wisconsin,M,Orange,Summer,3.6,No,No,4,Credit Card,Weekly,26-35,Medium
2985,45,Female,Gloves,Accessories,32,Texas,L,Red,Spring,4.3,No,No,36,Debit Card,Bi-Weekly,36-45,Medium
2986,46,Female,Belt,Accessories,36,Hawaii,S,Teal,Summer,3.0,No,No,21,Cash,Bi-Weekly,46-55,Medium
2990,46,Female,Belt,Accessories,20,Rhode Island,XL,Teal,Summer,4.3,No,No,6,Credit Card,Weekly,46-55,Low
2993,41,Female,Socks,Clothing,64,North Dakota,M,Charcoal,Spring,3.9,No,No,25,Venmo,Weekly,36-45,Medium
2994,32,Female,Jacket,Outerwear,21,Kansas,L,Indigo,Spring,4.2,No,No,18,Cash,Bi-Weekly,26-35,Low
2998,41,Female,Sweater,Clothing,40,Idaho,S,Yellow,Spring,2.7,No,No,14,Venmo,Every 3 Months,36-45,Medium
2999,31,Female,Hoodie,Clothing,53,Alaska,M,Red,Summer,4.7,No,No,30,Debit Card,Quarterly,26-35,Medium
3000,31,Female,Sunglasses,Accessories,48,New Hampshire,S,Charcoal,Winter,3.8,No,No,10,Cash,Monthly,26-35,Medium
3004,51,Female,Blouse,Clothing,53,Oregon,M,Brown,Fall,2.8,No,No,13,Credit Card,Every 3 Months,46-55,Medium
3005,45,Female,Skirt,Clothing,79,Arizona,M,Lavender,Winter,3.7,No,No,23,Venmo,Fortnightly,36-45,High
3007,37,Female,Dress,Clothing,99,Utah,M,Olive,Summer,3.7,No,No,17,Venmo,Bi-Weekly,36-45,High
3009,39,Female,Shoes,Footwear,86,New Mexico,M,Gold,Winter,4.9,No,No,19,PayPal,Weekly,36-45,High
3013,42,Female,Belt,Accessories,65,Idaho,M,Teal,Fall,3.5,No,No,16,PayPal,Annually,36-45,Medium
3014,41,Female,Skirt,Clothing,55,Arizona,L,Peach,Summer,4.2,No,No,13,Cash,Monthly,36-45,Medium
3016,37,Female,Scarf,Accessories,21,Wyoming,XL,Lavender,Spring,2.8,No,No,27,Bank Transfer,Bi-Weekly,36-45,Low
3019,43,Female,Boots,Footwear,41,Texas,M,Green,Summer,3.0,No,No,21,Debit Card,Bi-Weekly,36-45,Medium
3024,50,Female,Backpack,Accessories,31,Indiana,M,Brown,Summer,2.9,No,No,4,PayPal,Quarterly,46-55,Medium
3026,40,Female,Shoes,Footwear,60,Montana,XL,Green,Summer,3.4,No,No,7,PayPal,Monthly,36-45,Medium
3027,55,Female,Shirt,Clothing,70,Tennessee,L,Magenta,Fall,2.5,No,No,6,Credit Card,Annually,46-55,Medium
3028,52,Female,Hoodie,Clothing,26,West Virginia,XL,Peach,Winter,2.8,No,No,47,Credit Card,Quarterly,46-55,Low
3031,43,Female,Sneakers,Footwear,24,Maryland,XL,Purple,Spring,2.6,No,No,23,Credit Card,Weekly,36-45,Low
3035,51,Female,Boots,Footwear,37,Utah,L,Peach,Spring,3.5,No,No,25,Credit Card,Quarterly,46-55,Medium
3037,50,Female,Hoodie,Clothing,58,Vermont,S,Violet,Spring,4.3,No,No,7,Venmo,Fortnightly,46-55,Medium
3038,51,Female,Belt,Accessories,44,Iowa,L,Charcoal,Summer,4.8,No,No,2,Cash,Annually,46-55,Medium
3042,48,Female,Handbag,Accessories,79,Rhode Island,M,Orange,Winter,4.0,No,No,27,PayPal,Monthly,46-55,High
3043,53,Female,Coat,Outerwear,27,South Dakota,L,Turquoise,Winter,2.9,No,No,14,PayPal,Every 3 Months,46-55,Low
3044,45,Female,Belt,Accessories,98,Illinois,S,Peach,Fall,2.6,No,No,17,Credit Card,Monthly,36-45,High
3046,42,Female,Socks,Clothing,37,Florida,L,Black,Winter,4.6,No,No,4,PayPal,Bi-Weekly,36-45,Medium
3050,40,Female,Handbag,Accessories,60,Utah,L,Red,Summer,3.0,No,No,41,Bank Transfer,Bi-Weekly,36-45,Medium
3051,31,Female,Coat,Outerwear,76,Kentucky,S,Green,Spring,3.6,No,No,28,Venmo,Every 3 Months,26-35,High
3052,44,Female,Sunglasses,Accessories,64,Wyoming,L,Gold,Summer,4.6,No,No,49,Debit Card,Every 3 Months,36-45,Medium
3053,48,Female,Shoes,Footwear,38,Maine,XL,Olive,Spring,4.5,No,No,7,Bank Transfer,Fortnightly,46-55,Medium
3054,32,Female,Shoes,Footwear,91,Maine,L,Brown,Winter,3.2,No,No,22,Bank Transfer,Monthly,26-35,High
3055,42,Female,Boots,Footwear,70,New Hampshire,S,Magenta,Summer,4.9,No,No,34,Venmo,Monthly,36-45,Medium
3059,41,Female,Handbag,Accessories,74,West Virginia,S,Orange,Winter,3.8,No,No,3,Bank Transfer,Fortnightly,36-45,High
3060,46,Female,Sweater,Clothing,71,Kentucky,L,Maroon,Spring,3.2,No,No,42,Credit Card,Quarterly,46-55,High
3061,47,Female,Coat,Outerwear,80,California,S,Charcoal,Summer,4.7,No,No,1,Venmo,Monthly,46-55,High
3062,33,Female,T-shirt,Clothing,59,South Dakota,L,Olive,Fall,4.5,No,No,20,PayPal,Every 3 Months,26-35,Medium
3063,51,Female,Backpack,Accessories,96,California,L,Green,Fall,3.3,No,No,39,PayPal,Monthly,46-55,High
3066,49,Female,Jacket,Outerwear,59,North Dakota,M,Beige,Fall,2.8,No,No,7,Venmo,Bi-Weekly,46-55,Medium
3069,32,Female,Boots,Footwear,40,California,M,Indigo,Winter,4.2,No,No,4,Debit Card,Weekly,26-35,Medium
3071,52,Female,Shoes,Footwear,26,Alabama,XL,Red,Fall,2.6,No,No,43,PayPal,Bi-Weekly,46-55,Low
3076,54,Female,Shorts,Clothing,90,Utah,XL,Beige,Winter,3.6,No,No,21,PayPal,Every 3 Months,46-55,High
3079,32,Female,Belt,Accessories,95,Alaska,M,Blue,Spring,2.5,No,No,24,Bank Transfer,Bi-Weekly,26-35,High
3080,48,Female,Belt,Accessories,31,Wyoming,M,Maroon,Fall,4.0,No,No,4,Bank Transfer,Annually,46-55,Medium
3085,46,Female,Scarf,Accessories,37,Idaho,S,Indigo,Spring,3.2,No,No,43,PayPal,Monthly,46-55,Medium
