Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases,Age Group,Purchase Level
34,54,Male,Pants,Clothing,38,Colorado,L,Green,Summer,3.3,Yes,Yes,45,Cash,Quarterly,46-55,Medium
35,36,Male,T-shirt,Clothing,91,North Dakota,L,Violet,Spring,4.6,Yes,Yes,38,PayPal,Quarterly,36-45,High
36,54,Male,Blouse,Clothing,33,Massachusetts,M,Cyan,Summer,4.0,Yes,Yes,48,Credit Card,Bi-Weekly,46-55,Medium
37,35,Male,T-shirt,Clothing,69,Illinois,M,Maroon,Winter,4.6,Yes,Yes,44,PayPal,Fortnightly,26-35,Medium
38,35,Male,Jeans,Clothing,45,Indiana,S,Cyan,Summer,2.8,Yes,Yes,10,PayPal,Weekly,26-35,Medium
45,39,Male,Hat,Accessories,53,Kentucky,S,Silver,Summer,4.6,Yes,Yes,45,PayPal,Weekly,36-45,Medium
46,50,Male,Socks,Clothing,21,Tennessee,XL,Indigo,Fall,2.9,Yes,Yes,25,PayPal,Annually,46-55,Low
48,55,Male,Jewelry,Accessories,54,Montana,M,Charcoal,Winter,4.5,Yes,Yes,36,Cash,Weekly,46-55,Medium
49,42,Male,Shirt,Clothing,55,Nevada,M,Orange,Summer,2.7,Yes,Yes,38,Cash,Monthly,36-45,Medium
51,49,Male,Blouse,Clothing,28,Maryland,M,Red,Spring,3.7,Yes,Yes,39,Debit Card,Bi-Weekly,46-55,Low
53,42,Male,T-shirt,Clothing,20,Alaska,M,Green,Summer,2.6,Yes,Yes,26,Credit Card,Weekly,36-45,Low
55,47,Male,Coat,Outerwear,94,New Mexico,M,Brown,Summer,4.2,Yes,Yes,35,Debit Card,Bi-Weekly,46-55,High
56,40,Male,Jacket,Outerwear,28,South Carolina,M,Lavender,Winter,3.0,Yes,Yes,49,Credit Card,Annually,36-45,Low
57,41,Male,Backpack,Accessories,73,Mississippi,XL,Brown,Summer,4.7,Yes,Yes,46,Credit Card,Weekly,36-45,High
61,50,Male,Sweater,Clothing,37,Idaho,L,Brown,Summer,4.0,Yes,Yes,17,Cash,Weekly,46-55,Medium
62,55,Male,Scarf,Accessories,68,Texas,M,Orange,Winter,4.7,Yes,Yes,21,Credit Card,Every 3 Months,46-55,Medium
64,33,Male,Sunglasses,Accessories,79,Arizona,L,Lavender,Winter,2.7,Yes,Yes,43,Credit Card,Weekly,26-35,High
67,31,Male,Blouse,Clothing,94,Pennsylvania,S,Magenta,Winter,4.7,Yes,Yes,3,Venmo,Every 3 Months,26-35,High
68,45,Male,Coat,Outerwear,33,Connecticut,L,Gray,Winter,4.4,Yes,Yes,49,Debit Card,Monthly,36-45,Medium
70,48,Male,Belt,Accessories,70,Tennessee,S,Cyan,Summer,4.4,Yes,Yes,5,Cash,Weekly,46-55,Medium
72,36,Male,Dress,Clothing,48,Virginia,L,Gold,Summer,2.9,Yes,Yes,34,Bank Transfer,Annually,36-45,Medium
74,48,Male,Pants,Clothing,85,Hawaii,M,Teal,Spring,2.7,Yes,Yes,43,Bank Transfer,Bi-Weekly,46-55,High
75,49,Male,Gloves,Accessories,58,Indiana,L,Violet,Spring,4.5,Yes,Yes,3,Cash,Monthly,46-55,Medium
77,50,Male,Hat,Accessories,43,Delaware,S,Teal,Summer,4.2,Yes,Yes,32,Venmo,Monthly,46-55,Medium
79,50,Male,Skirt,Clothing,91,Nebraska,M,Maroon,Spring,4.7,Yes,Yes,50,Venmo,Fortnightly,46-55,High
80,38,Male,Jacket,Outerwear,96,Iowa,M,Olive,Winter,2.6,Yes,Yes,43,Bank Transfer,Every 3 Months,36-45,High
84,36,Male,Dress,Clothing,40,Texas,M,Turquoise,Summer,4.1,Yes,Yes,34,Bank Transfer,Weekly,36-45,Medium
85,52,Male,Coat,Outerwear,32,Arizona,S,Peach,Spring,4.4,Yes,Yes,42,Bank Transfer,Every 3 Months,46-55,Medium
86,53,Male,Sunglasses,Accessories,95,New Mexico,M,Charcoal,Winter,4.5,Yes,Yes,2,Debit Card,Bi-Weekly,46-55,High
88,52,Male,Shoes,Footwear,53,Ohio,M,Green,Fall,3.7,Yes,Yes,44,Debit Card,Fortnightly,46-55,Medium
89,33,Male,T-shirt,Clothing,47,Wyoming,M,Orange,Fall,3.5,Yes,Yes,35,Credit Card,Monthly,26-35,Medium
90,47,Male,Jacket,Outerwear,83,California,XL,Pink,Fall,3.6,Yes,Yes,15,Cash,Quarterly,46-55,High
92,44,Male,Scarf,Accessories,99,South Carolina,S,Green,Winter,4.6,Yes,Yes,18,Credit Card,Every 3 Months,36-45,High
94,37,Male,Sweater,Clothing,62,Florida,M,Purple,Fall,4.5,Yes,Yes,46,Credit Card,Weekly,36-45,Medium
96,37,Male,Sneakers,Footwear,100,Missouri,L,Pink,Fall,3.8,Yes,Yes,48,PayPal,Monthly,36-45,High
97,32,Male,Gloves,Accessories,73,Delaware,S,Gold,Spring,3.6,Yes,Yes,43,Venmo,Every 3 Months,26-35,High
103,51,Male,Socks,Clothing,67,Oklahoma,L,Violet,Winter,4.8,Yes,Yes,35,Credit Card,Quarterly,46-55,Medium
104,54,Male,Boots,Footwear,89,West Virginia,L,Red,Winter,4.0,Yes,Yes,22,Venmo,Bi-Weekly,46-55,High
105,55,Male,Sunglasses,Accessories,24,New Hampshire,L,Pink,Spring,4.4,Yes,Yes,1,PayPal,Monthly,46-55,Low
113,37,Male,Gloves,Accessories,65,Florida,M,Red,Spring,4.3,Yes,Yes,28,PayPal,Bi-Weekly,36-45,Medium
114,44,Male,Hat,Accessories,54,New Jersey,L,Maroon,Winter,3.1,Yes,Yes,20,PayPal,Quarterly,36-45,Medium
116,53,Male,Skirt,Clothing,94,Wyoming,M,Gray,Spring,3.8,Yes,Yes,48,Debit Card,Every 3 Months,46-55,High
117,55,Male,Shoes,Footwear,86,Virginia,S,Blue,Spring,3.4,Yes,Yes,12,Venmo,Annually,46-55,High
118,50,Male,Sandals,Footwear,32,South Dakota,L,Yellow,Summer,4.6,Yes,Yes,29,Cash,Fortnightly,46-55,Medium
119,50,Male,Sweater,Clothing,45,Kentucky,L,Orange,Fall,4.8,Yes,Yes,27,Cash,Bi-Weekly,46-55,Medium
120,38,Male,Coat,Outerwear,76,Wyoming,M,Orange,Fall,4.3,Yes,Yes,44,Cash,Annually,36-45,High
123,40,Male,Backpack,Accessories,40,Washington,L,Brown,Spring,4.8,Yes,Yes,44,Cash,Fortnightly,36-45,Medium
125,44,Male,Sweater,Clothing,86,Nevada,M,Gray,Spring,3.1,Yes,Yes,50,PayPal,Annually,36-45,High
126,49,Male,Shorts,Clothing,54,California,M,Indigo,Winter,3.6,Yes,Yes,45,Venmo,Every 3 Months,46-55,Medium
127,43,Male,Shorts,Clothing,36,Mississippi,L,Pink,Spring,3.9,Yes,Yes,48,Cash,Every 3 Months,36-45,Medium
131,44,Male,Scarf,Accessories,39,Kentucky,L,Violet,Fall,3.7,Yes,Yes,13,PayPal,Fortnightly,36-45,Medium
134,52,Male,Sweater,Clothing,65,Montana,M,Violet,Winter,2.5,Yes,Yes,25,Venmo,Annually,46-55,Medium
135,43,Male,Hat,Accessories,94,Texas,L,Gray,Fall,4.9,Yes,Yes,25,Cash,Monthly,36-45,High
136,43,Male,Sandals,Footwear,81,Kansas,M,Purple,Fall,4.1,Yes,Yes,12,PayPal,Quarterly,36-45,High
137,39,Male,Blouse,Clothing,86,South Carolina,M,White,Winter,3.3,Yes,Yes,4,Debit Card,Quarterly,36-45,High
140,49,Male,Coat,Outerwear,95,Florida,M,White,Fall,3.8,Yes,Yes,30,Venmo,Annually,46-55,High
143,37,Male,Jacket,Outerwear,58,Nebraska,L,Violet,Fall,3.1,Yes,Yes,33,Credit Card,Fortnightly,36-45,Medium
147,52,Male,Skirt,Clothing,30,Colorado,S,Black,Fall,4.0,Yes,Yes,21,Venmo,Fortnightly,46-55,Low
149,37,Male,Gloves,Accessories,90,Wyoming,M,Gray,Fall,2.6,Yes,Yes,47,Debit Card,Annually,36-45,High
150,38,Male,Pants,Clothing,76,Delaware,M,White,Summer,3.2,Yes,Yes,14,PayPal,Monthly,36-45,High
151,35,Male,Boots,Footwear,96,California,L,Cyan,Fall,4.9,Yes,Yes,17,Debit Card,Every 3 Months,26-35,High
155,41,Male,Dress,Clothing,98,Oklahoma,M,Charcoal,Fall,3.6,Yes,Yes,21,Venmo,Quarterly,36-45,High
157,35,Male,Shorts,Clothing,26,Missouri,M,Lavender,Fall,4.0,Yes,Yes,40,Debit Card,Annually,26-35,Low
158,36,Male,Hat,Accessories,68,Vermont,S,Yellow,Fall,3.0,Yes,Yes,1,Bank Transfer,Fortnightly,36-45,Medium
163,54,Male,Sunglasses,Accessories,74,California,M,Turquoise,Summer,3.0,Yes,Yes,31,PayPal,Bi-Weekly,46-55,High
164,54,Male,Skirt,Clothing,67,Virginia,M,Purple,Summer,3.4,Yes,Yes,8,Debit Card,Weekly,46-55,Medium
166,42,Male,Handbag,Accessories,60,Kentucky,S,Yellow,Winter,2.8,Yes,Yes,7,Cash,Monthly,36-45,Medium
167,46,Male,Sneakers,Footwear,31,Delaware,XL,Indigo,Fall,4.0,Yes,Yes,30,Cash,Monthly,46-55,Medium
168,33,Male,Gloves,Accessories,27,Arkansas,M,Green,Fall,4.0,Yes,Yes,14,Credit Card,Every 3 Months,26-35,Low
169,34,Male,Shoes,Footwear,80,Louisiana,M,Magenta,Summer,3.0,Yes,Yes,5,Cash,Fortnightly,26-35,High
171,52,Male,Shirt,Clothing,25,Wyoming,M,Maroon,Fall,2.6,Yes,Yes,46,Venmo,Bi-Weekly,46-55,Low
173,54,Male,Jewelry,Accessories,67,Nebraska,M,Violet,Summer,3.9,Yes,Yes,42,Credit Card,Bi-Weekly,46-55,Medium
175,41,Male,Shoes,Footwear,35,Vermont,L,Brown,Winter,3.5,Yes,Yes,37,Venmo,Annually,36-45,Medium
176,53,Male,Coat,Outerwear,86,Oklahoma,L,Violet,Fall,2.8,Yes,Yes,2,Bank Transfer,Annually,46-55,High
177,53,Male,Backpack,Accessories,81,New Hampshire,L,Black,Spring,2.7,Yes,Yes,30,Credit Card,Quarterly,46-55,High
181,51,Male,Sandals,Footwear,81,South Dakota,L,Green,Fall,3.3,Yes,Yes,12,Debit Card,Fortnightly,46-55,High
182,32,Male,Pants,Clothing,61,Massachusetts,M,Beige,Summer,4.7,Yes,Yes,4,Bank Transfer,Weekly,26-35,Medium
183,38,Male,Gloves,Accessories,96,Alabama,XL,Purple,Summer,2.8,Yes,Yes,10,Debit Card,Annually,36-45,High
185,32,Male,Sneakers,Footwear,33,Hawaii,L,Cyan,Spring,3.0,Yes,Yes,40,Cash,Fortnightly,26-35,Medium
186,46,Male,T-shirt,Clothing,32,Wisconsin,XL,Silver,Summer,4.5,Yes,Yes,34,Bank Transfer,Fortnightly,46-55,Medium
187,39,Male,Backpack,Accessories,56,Minnesota,S,Lavender,Summer,2.9,Yes,Yes,31,Debit Card,Annually,36-45,Medium
189,50,Male,Hoodie,Clothing,53,Arkansas,M,Pink,Spring,3.1,Yes,Yes,5,Bank Transfer,Bi-Weekly,46-55,Medium
190,36,Male,Blouse,Clothing,82,West Virginia,M,Maroon,Fall,4.4,Yes,Yes,4,Credit Card,Weekly,36-45,High
193,46,Male,Shoes,Footwear,29,Nebraska,L,Turquoise,Summer,2.9,Yes,Yes,12,PayPal,Bi-Weekly,46-55,Low
194,36,Male,Belt,Accessories,100,North Dakota,S,Silver,Fall,3.0,Yes,Yes,29,Venmo,Annually,36-45,High
195,51,Male,Backpack,Accessories,94,Missouri,M,Olive,Spring,3.1,Yes,Yes,15,Debit Card,Quarterly,46-55,High
196,51,Male,Jacket,Outerwear,25,New York,M,Magenta,Fall,4.3,Yes,Yes,34,Credit Card,Monthly,46-55,Low
197,38,Male,Boots,Footwear,88,Washington,M,Lavender,Summer,3.9,Yes,Yes,41,Credit Card,Fortnightly,36-45,High
200,54,Male,Hat,Accessories,73,Idaho,XL,Green,Summer,3.8,Yes,Yes,32,Cash,Weekly,46-55,High
210,55,Male,Sandals,Footwear,97,Minnesota,S,Olive,Winter,3.2,Yes,Yes,44,Cash,Every 3 Months,46-55,High
211,45,Male,Jacket,Outerwear,22,Vermont,L,Teal,Fall,3.0,Yes,Yes,6,PayPal,Fortnightly,36-45,Low
217,43,Male,Shorts,Clothing,61,Massachusetts,L,Yellow,Spring,3.7,Yes,Yes,21,Venmo,Weekly,36-45,Medium
218,35,Male,Sunglasses,Accessories,48,Oklahoma,M,Purple,Winter,3.5,Yes,Yes,24,Bank Transfer,Annually,26-35,Medium
220,32,Male,Belt,Accessories,88,Nevada,M,Cyan,Spring,3.0,Yes,Yes,12,Cash,Fortnightly,26-35,High
221,39,Male,Sneakers,Footwear,57,Arizona,S,Indigo,Spring,3.7,Yes,Yes,48,Debit Card,Fortnightly,36-45,Medium
223,47,Male,Gloves,Accessories,94,New York,XL,Gray,Spring,4.5,Yes,Yes,14,PayPal,Fortnightly,46-55,High
228,50,Male,Jeans,Clothing,90,Rhode Island,M,Turquoise,Winter,4.2,Yes,Yes,25,Venmo,Fortnightly,46-55,High
233,54,Male,Jewelry,Accessories,27,Hawaii,L,Purple,Winter,4.2,Yes,Yes,32,Bank Transfer,Bi-Weekly,46-55,Low
236,43,Male,Sunglasses,Accessories,89,New Jersey,M,Cyan,Winter,3.7,Yes,Yes,31,Debit Card,Quarterly,36-45,High
237,38,Male,Coat,Outerwear,68,North Dakota,L,Green,Winter,3.4,Yes,Yes,39,PayPal,Fortnightly,36-45,Medium
238,50,Male,Dress,Clothing,90,Iowa,M,Beige,Summer,3.0,Yes,Yes,36,Debit Card,Fortnightly,46-55,High
240,49,Male,Pants,Clothing,51,Vermont,L,Yellow,Summer,2.9,Yes,Yes,47,Credit Card,Bi-Weekly,46-55,Medium
241,47,Male,Sweater,Clothing,45,Montana,XL,Turquoise,Winter,3.5,Yes,Yes,29,Bank Transfer,Fortnightly,46-55,Medium
242,36,Male,Hoodie,Clothing,88,Delaware,M,Peach,Winter,4.1,Yes,Yes,43,Venmo,Bi-Weekly,36-45,High
243,55,Male,Coat,Outerwear,85,New York,L,Gray,Summer,4.3,Yes,Yes,40,Debit Card,Every 3 Months,46-55,High
245,53,Male,Belt,Accessories,42,Oregon,S,Indigo,Spring,4.9,Yes,Yes,39,PayPal,Weekly,46-55,Medium
246,49,Male,Sandals,Footwear,53,Rhode Island,L,Charcoal,Summer,3.3,Yes,Yes,45,Venmo,Fortnightly,46-55,Medium
247,35,Male,Sunglasses,Accessories,86,Nevada,XL,Beige,Spring,3.2,Yes,Yes,20,Venmo,Bi-Weekly,26-35,High
249,47,Male,Belt,Accessories,100,Pennsylvania,M,Blue,Winter,4.8,Yes,Yes,33,PayPal,Weekly,46-55,High
250,53,Male,Handbag,Accessories,47,Alaska,S,Teal,Fall,4.2,Yes,Yes,18,Credit Card,Annually,46-55,Medium
251,33,Male,Skirt,Clothing,25,Mississippi,L,Black,Fall,4.0,Yes,Yes,9,Bank Transfer,Weekly,26-35,Low
253,32,Male,Shorts,Clothing,41,Delaware,M,Violet,Summer,3.9,Yes,Yes,33,Venmo,Fortnightly,26-35,Medium
254,52,Male,Boots,Footwear,73,Oklahoma,L,Cyan,Winter,4.9,Yes,Yes,15,Bank Transfer,Bi-Weekly,46-55,High
256,43,Male,Scarf,Accessories,20,Maryland,M,Charcoal,Spring,4.2,Yes,Yes,25,Debit Card,Annually,36-45,Low
260,32,Male,Jeans,Clothing,57,Louisiana,M,Gold,Fall,2.9,Yes,Yes,13,Debit Card,Annually,26-35,Medium
261,38,Male,Hat,Accessories,57,Montana,S,Red,Winter,3.2,Yes,Yes,11,Credit Card,Every 3 Months,36-45,Medium
263,37,Male,Pants,Clothing,40,Hawaii,M,Teal,Summer,3.7,Yes,Yes,6,Debit Card,Annually,36-45,Medium
265,36,Male,Pants,Clothing,78,Colorado,S,Charcoal,Fall,3.9,Yes,Yes,15,Cash,Annually,36-45,High
266,32,Male,Backpack,Accessories,59,Michigan,M,Gray,Spring,3.2,Yes,Yes,17,Bank Transfer,Bi-Weekly,26-35,Medium
267,51,Male,Jewelry,Accessories,75,Louisiana,L,White,Summer,3.1,Yes,Yes,32,Credit Card,Weekly,46-55,High
271,33,Male,Jeans,Clothing,52,North Dakota,XL,Orange,Fall,4.6,Yes,Yes,16,Bank Transfer,Annually,26-35,Medium
273,48,Male,Jewelry,Accessories,26,Oregon,M,Beige,Summer,4.4,Yes,Yes,37,Debit Card,Bi-Weekly,46-55,Low
276,48,Male,Backpack,Accessories,85,Virginia,XL,Lavender,Winter,4.0,Yes,Yes,13,Credit Card,Weekly,46-55,High
281,45,Male,Sandals,Footwear,69,Montana,S,Cyan,Fall,4.2,Yes,Yes,21,Cash,Bi-Weekly,36-45,Medium
282,38,Male,Belt,Accessories,61,Oklahoma,XL,Charcoal,Spring,2.5,Yes,Yes,22,Debit Card,Bi-Weekly,36-45,Medium
284,32,Male,Sweater,Clothing,30,Montana,S,Maroon,Fall,3.2,Yes,Yes,16,Venmo,Annually,26-35,Low
290,49,Male,Coat,Outerwear,85,New York,M,Yellow,Fall,4.5,Yes,Yes,26,Credit Card,Monthly,46-55,High
296,53,Male,Sunglasses,Accessories,42,West Virginia,M,Indigo,Winter,2.7,Yes,Yes,24,Credit Card,Quarterly,46-55,Medium
298,48,Male,Shoes,Footwear,26,Delaware,XL,Purple,Summer,4.4,Yes,Yes,4,Credit Card,Bi-Weekly,46-55,Low
302,46,Male,Skirt,Clothing,95,Pennsylvania,M,Green,Spring,3.8,Yes,Yes,25,Credit Card,Every 3 Months,46-55,High
303,37,Male,Sweater,Clothing,44,Delaware,L,Olive,Summer,3.6,Yes,Yes,27,Bank Transfer,Every 3 Months,36-45,Medium
305,40,Male,Dress,Clothing,84,Oregon,M,Green,Winter,3.4,Yes,Yes,45,Credit Card,Bi-Weekly,36-45,High
313,38,Male,Pants,Clothing,89,Massachusetts,L,Green,Spring,3.4,Yes,Yes,6,PayPal,Annually,36-45,High
314,42,Male,Dress,Clothing,77,Vermont,M,Pink,Spring,3.7,Yes,Yes,50,Credit Card,Every 3 Months,36-45,High
317,36,Male,Handbag,Accessories,22,California,M,Charcoal,Fall,3.3,Yes,Yes,46,Venmo,Monthly,36-45,Low
319,45,Male,Backpack,Accessories,67,South Dakota,M,Beige,Winter,2.5,Yes,Yes,10,Cash,Annually,36-45,Medium
320,47,Male,Shorts,Clothing,74,Maine,XL,White,Spring,2.6,Yes,Yes,1,Cash,Every 3 Months,46-55,High
322,41,Male,Sneakers,Footwear,36,Vermont,L,Orange,Summer,4.7,Yes,Yes,48,Debit Card,Quarterly,36-45,Medium
323,41,Male,Belt,Accessories,95,Tennessee,S,Cyan,Winter,3.0,Yes,Yes,47,Credit Card,Monthly,36-45,High
325,37,Male,Shirt,Clothing,82,Wyoming,M,Olive,Summer,4.8,Yes,Yes,37,Venmo,Quarterly,36-45,High
329,48,Male,Coat,Outerwear,50,Florida,M,Yellow,Fall,2.8,Yes,Yes,9,Credit Card,Weekly,46-55,Medium
331,46,Male,Sweater,Clothing,51,North Dakota,M,Beige,Winter,3.7,Yes,Yes,43,Venmo,Bi-Weekly,46-55,Medium
332,31,Male,Shirt,Clothing,98,Florida,L,Beige,Fall,3.3,Yes,Yes,46,PayPal,Quarterly,26-35,High
334,39,Male,Sweater,Clothing,64,Alaska,M,Teal,Winter,4.5,Yes,Yes,15,Bank Transfer,Bi-Weekly,36-45,Medium
335,41,Male,Blouse,Clothing,46,Kansas,M,Lavender,Fall,2.6,Yes,Yes,30,Credit Card,Annually,36-45,Medium
337,36,Male,Hat,Accessories,81,Rhode Island,S,Orange,Fall,4.4,Yes,Yes,16,PayPal,Annually,36-45,High
338,32,Male,Sweater,Clothing,59,New Mexico,M,Cyan,Winter,4.3,Yes,Yes,16,Bank Transfer,Annually,26-35,Medium
340,40,Male,Shorts,Clothing,33,Pennsylvania,M,Teal,Spring,3.8,Yes,Yes,21,Credit Card,Every 3 Months,36-45,Medium
341,40,Male,Shorts,Clothing,47,New Jersey,L,Blue,Summer,3.5,Yes,Yes,39,Venmo,Every 3 Months,36-45,Medium
346,48,Male,Shoes,Footwear,59,Wyoming,S,Olive,Winter,4.4,Yes,Yes,27,Bank Transfer,Annually,46-55,Medium
347,49,Male,Jeans,Clothing,50,New Mexico,L,Violet,Spring,4.7,Yes,Yes,5,Cash,Weekly,46-55,Medium
348,36,Male,Sandals,Footwear,41,Oregon,L,Red,Fall,3.9,Yes,Yes,43,PayPal,Fortnightly,36-45,Medium
350,37,Male,Hat,Accessories,87,Arizona,M,Green,Winter,3.7,Yes,Yes,3,Bank Transfer,Bi-Weekly,36-45,High
351,42,Male,Sweater,Clothing,68,Kentucky,M,Violet,Spring,2.6,Yes,Yes,47,Bank Transfer,Fortnightly,36-45,Medium
356,37,Male,Jewelry,Accessories,42,Oregon,XL,Magenta,Fall,4.1,Yes,Yes,1,PayPal,Every 3 Months,36-45,Medium
359,48,Male,Hat,Accessories,25,Minnesota,XL,Magenta,Summer,3.6,Yes,Yes,36,Credit Card,Every 3 Months,46-55,Low
360,31,Male,Sneakers,Footwear,74,Georgia,M,Olive,Winter,3.0,Yes,Yes,30,Credit Card,Every 3 Months,26-35,High
361,51,Male,Pants,Clothing,30,Rhode Island,M,Teal,Summer,3.0,Yes,Yes,18,Debit Card,Fortnightly,46-55,Low
363,53,Male,Sneakers,Footwear,64,Texas,M,Charcoal,Fall,3.4,Yes,Yes,1,Venmo,Fortnightly,46-55,Medium
364,55,Male,Shorts,Clothing,88,Florida,L,Yellow,Winter,3.1,Yes,Yes,42,Bank Transfer,Fortnightly,46-55,High
366,55,Male,Gloves,Accessories,88,West Virginia,XL,Gray,Summer,3.7,Yes,Yes,50,PayPal,Quarterly,46-55,High
368,52,Male,Dress,Clothing,40,Tennessee,XL,Cyan,Spring,2.8,Yes,Yes,18,Bank Transfer,Monthly,46-55,Medium
370,38,Male,Belt,Accessories,40,Wisconsin,M,Silver,Summer,3.3,Yes,Yes,45,PayPal,Quarterly,36-45,Medium
377,51,Male,Shoes,Footwear,51,South Carolina,S,Gray,Fall,4.9,Yes,Yes,2,Venmo,Bi-Weekly,46-55,Medium
379,54,Male,Dress,Clothing,62,Nevada,L,Orange,Winter,4.9,Yes,Yes,23,Credit Card,Monthly,46-55,Medium
380,32,Male,T-shirt,Clothing,29,Montana,S,Magenta,Fall,4.7,Yes,Yes,46,Debit Card,Bi-Weekly,26-35,Low
381,39,Male,Backpack,Accessories,69,New Hampshire,XL,Beige,Fall,3.0,Yes,Yes,19,Bank Transfer,Weekly,36-45,Medium
384,50,Male,Sunglasses,Accessories,77,West Virginia,S,Magenta,Fall,2.9,Yes,Yes,6,PayPal,Quarterly,46-55,High
388,45,Male,Coat,Outerwear,93,Georgia,L,Silver,Summer,4.6,Yes,Yes,38,PayPal,Fortnightly,36-45,High
392,37,Male,Sweater,Clothing,86,Minnesota,L,Gray,Spring,4.8,Yes,Yes,25,Cash,Fortnightly,36-45,High
394,33,Male,Shoes,Footwear,65,Vermont,L,Maroon,Fall,4.2,Yes,Yes,6,PayPal,Fortnightly,26-35,Medium
395,43,Male,Scarf,Accessories,29,North Dakota,M,Beige,Spring,4.8,Yes,Yes,7,Debit Card,Bi-Weekly,36-45,Low
396,37,Male,Sneakers,Footwear,65,Rhode Island,L,Brown,Winter,4.9,Yes,Yes,2,PayPal,Annually,36-45,Medium
397,46,Male,Dress,Clothing,88,South Carolina,S,Black,Fall,3.9,Yes,Yes,24,Bank Transfer,Annually,46-55,High
401,39,Male,Boots,Footwear,66,Utah,M,Green,Winter,4.8,Yes,Yes,14,PayPal,Fortnightly,36-45,Medium
402,43,Male,T-shirt,Clothing,91,Oklahoma,L,Orange,Fall,4.8,Yes,Yes,21,Cash,Quarterly,36-45,High
403,31,Male,Backpack,Accessories,78,California,L,Cyan,Fall,3.0,Yes,Yes,26,PayPal,Monthly,26-35,High
405,35,Male,T-shirt,Clothing,93,Delaware,M,Indigo,Spring,4.8,Yes,Yes,11,Credit Card,Monthly,26-35,High
406,41,Male,Jeans,Clothing,74,South Carolina,S,Silver,Summer,3.8,Yes,Yes,15,Cash,Annually,36-45,High
407,52,Male,Gloves,Accessories,55,Maryland,M,Peach,Spring,4.6,Yes,Yes,13,Cash,Monthly,46-55,Medium
408,45,Male,Hoodie,Clothing,76,North Carolina,XL,Teal,Spring,3.1,Yes,Yes,5,Credit Card,Bi-Weekly,36-45,High
409,34,Male,Sneakers,Footwear,66,Alabama,L,White,Spring,3.4,Yes,Yes,36,Cash,Fortnightly,26-35,Medium
410,35,Male,Shorts,Clothing,51,Minnesota,M,Brown,Winter,3.3,Yes,Yes,32,Bank Transfer,Monthly,26-35,Medium
417,36,Male,Belt,Accessories,55,Oregon,L,Olive,Spring,3.8,Yes,Yes,24,Bank Transfer,Fortnightly,36-45,Medium
420,53,Male,Shorts,Clothing,91,Utah,S,Teal,Winter,3.5,Yes,Yes,14,Credit Card,Every 3 Months,46-55,High
421,32,Male,Socks,Clothing,54,North Carolina,S,Peach,Spring,3.8,Yes,Yes,18,Debit Card,Bi-Weekly,26-35,Medium
422,38,Male,Shirt,Clothing,40,Kentucky,M,Violet,Winter,3.5,Yes,Yes,48,Cash,Bi-Weekly,36-45,Medium
423,47,Male,Pants,Clothing,59,Minnesota,M,Purple,Fall,3.1,Yes,Yes,32,Debit Card,Annually,46-55,Medium
424,46,Male,Scarf,Accessories,26,New York,L,Teal,Spring,3.0,Yes,Yes,21,Credit Card,Bi-Weekly,46-55,Low
