Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases,Age Group,Purchase Level
110,58,Male,T-shirt,Clothing,85,Alabama,M,Violet,Spring,2.6,Yes,Yes,43,Bank Transfer,Fortnightly,56+,High
111,56,Male,Backpack,Accessories,26,New York,M,Black,Summer,4.0,Yes,Yes,26,Venmo,Fortnightly,56+,Low
115,70,Male,Coat,Outerwear,95,Massachusetts,S,Blue,Summer,3.7,Yes,Yes,9,Cash,Weekly,56+,High
121,64,Male,Hat,Accessories,84,West Virginia,L,Red,Summer,4.0,Yes,Yes,32,Bank Transfer,Annually,56+,High
124,57,Male,Sweater,Clothing,89,Louisiana,L,Brown,Fall,3.1,Yes,Yes,46,Cash,Weekly,56+,High
138,68,Male,Sneakers,Footwear,43,Colorado,M,Turquoise,Spring,4.7,Yes,Yes,38,PayPal,Weekly,56+,Medium
139,68,Male,Skirt,Clothing,29,Georgia,M,Maroon,Winter,4.4,Yes,Yes,42,Bank Transfer,Weekly,56+,Low
141,63,Male,Shirt,Clothing,28,North Carolina,L,Yellow,Fall,3.9,Yes,Yes,50,Credit Card,Weekly,56+,Low
142,56,Male,Gloves,Accessories,46,Virginia,M,Turquoise,Fall,4.9,Yes,Yes,45,PayPal,Weekly,56+,Medium
148,63,Male,Shoes,Footwear,64,Idaho,M,Purple,Summer,3.5,Yes,Yes,31,Bank Transfer,Fortnightly,56+,Medium
154,69,Male,Hoodie,Clothing,55,North Carolina,M,Maroon,Winter,3.2,Yes,Yes,22,Debit Card,Annually,56+,Medium
156,63,Male,Socks,Clothing,77,Maine,S,Olive,Spring,4.3,Yes,Yes,21,Bank Transfer,Quarterly,56+,High
160,58,Male,Gloves,Accessories,27,New Hampshire,M,Charcoal,Fall,3.8,Yes,Yes,39,Bank Transfer,Every 3 Months,56+,Low
162,65,Male,Backpack,Accessories,49,North Dakota,M,Olive,Fall,3.0,Yes,Yes,29,Venmo,Fortnightly,56+,Medium
165,59,Male,Handbag,Accessories,65,Delaware,S,Purple,Spring,2.6,Yes,Yes,5,Credit Card,Fortnightly,56+,Medium
179,61,Male,Skirt,Clothing,43,Idaho,L,Lavender,Fall,4.3,Yes,Yes,21,PayPal,Quarterly,56+,Medium
180,64,Male,Boots,Footwear,31,Illinois,M,Violet,Fall,4.9,Yes,Yes,9,Bank Transfer,Fortnightly,56+,Medium
184,58,Male,Skirt,Clothing,29,Ohio,XL,Beige,Spring,3.6,Yes,Yes,26,Credit Card,Weekly,56+,Low
191,65,Male,Coat,Outerwear,70,Indiana,XL,Beige,Fall,3.0,Yes,Yes,48,Venmo,Quarterly,56+,Medium
192,64,Male,Hat,Accessories,76,Utah,M,Gray,Fall,3.9,Yes,Yes,29,Cash,Every 3 Months,56+,High
198,59,Male,Scarf,Accessories,78,South Carolina,M,Black,Fall,3.2,Yes,Yes,41,Credit Card,Monthly,56+,High
199,57,Male,Jewelry,Accessories,45,Utah,M,Turquoise,Winter,4.8,Yes,Yes,39,Credit Card,Fortnightly,56+,Medium
202,69,Male,Blouse,Clothing,22,Missouri,S,Beige,Fall,4.3,Yes,Yes,15,Bank Transfer,Annually,56+,Low
203,57,Male,Hat,Accessories,38,Nebraska,L,Magenta,Spring,2.7,Yes,Yes,33,Venmo,Annually,56+,Medium
204,70,Male,Scarf,Accessories,38,Indiana,S,Yellow,Fall,3.2,Yes,Yes,18,Bank Transfer,Weekly,56+,Medium
206,67,Male,Shirt,Clothing,64,Hawaii,M,Silver,Winter,3.0,Yes,Yes,25,PayPal,Weekly,56+,Medium
208,62,Male,Gloves,Accessories,91,Rhode Island,M,Silver,Summer,2.9,Yes,Yes,17,Bank Transfer,Bi-Weekly,56+,High
209,57,Male,Skirt,Clothing,38,Wisconsin,M,Gold,Spring,4.1,Yes,Yes,17,Credit Card,Monthly,56+,Medium
212,69,Male,Skirt,Clothing,92,South Dakota,L,Maroon,Fall,4.2,Yes,Yes,45,Debit Card,Fortnightly,56+,High
213,67,Male,Handbag,Accessories,84,Virginia,L,Blue,Fall,4.2,Yes,Yes,7,Debit Card,Annually,56+,High
216,62,Male,Scarf,Accessories,64,New Jersey,S,Orange,Spring,2.8,Yes,Yes,24,PayPal,Bi-Weekly,56+,Medium
225,63,Male,Socks,Clothing,83,South Dakota,S,Beige,Summer,2.9,Yes,Yes,12,Cash,Every 3 Months,56+,High
230,70,Male,Sandals,Footwear,28,Ohio,S,Silver,Spring,4.6,Yes,Yes,27,PayPal,Every 3 Months,56+,Low
231,66,Male,Scarf,Accessories,88,Utah,L,Olive,Fall,4.1,Yes,Yes,43,Credit Card,Annually,56+,High
239,64,Male,Skirt,Clothing,34,Ohio,M,Peach,Fall,4.2,Yes,Yes,5,Cash,Annually,56+,Medium
255,67,Male,Sunglasses,Accessories,42,Indiana,M,White,Winter,3.5,Yes,Yes,4,PayPal,Bi-Weekly,56+,Medium
257,58,Male,Jewelry,Accessories,30,South Dakota,XL,Violet,Spring,4.7,Yes,Yes,20,Credit Card,Every 3 Months,56+,Low
259,61,Male,Gloves,Accessories,74,Alabama,S,Lavender,Spring,2.8,Yes,Yes,16,Cash,Quarterly,56+,High
268,64,Male,Sweater,Clothing,54,Maryland,M,Olive,Spring,3.9,Yes,Yes,42,Venmo,Annually,56+,Medium
269,68,Male,Shoes,Footwear,42,Georgia,M,Charcoal,Spring,2.6,Yes,Yes,21,Cash,Monthly,56+,Medium
270,68,Male,Blouse,Clothing,44,Georgia,M,Charcoal,Winter,3.3,Yes,Yes,9,Cash,Bi-Weekly,56+,Medium
272,65,Male,Sunglasses,Accessories,69,Maryland,XL,Yellow,Summer,4.6,Yes,Yes,42,Credit Card,Fortnightly,56+,Medium
274,69,Male,Coat,Outerwear,33,North Dakota,S,Silver,Spring,4.2,Yes,Yes,32,Debit Card,Quarterly,56+,Medium
275,59,Male,Jewelry,Accessories,32,Maryland,M,Indigo,Spring,3.0,Yes,Yes,28,Cash,Bi-Weekly,56+,Medium
279,57,Male,Sweater,Clothing,95,Hawaii,M,Orange,Spring,3.7,Yes,Yes,23,Debit Card,Annually,56+,High
285,63,Male,Skirt,Clothing,45,Ohio,M,Red,Summer,3.5,Yes,Yes,4,PayPal,Quarterly,56+,Medium
288,56,Male,Scarf,Accessories,37,Delaware,L,Blue,Spring,3.4,Yes,Yes,18,Venmo,Fortnightly,56+,Medium
291,58,Male,T-shirt,Clothing,33,Colorado,M,Indigo,Winter,3.7,Yes,Yes,50,PayPal,Weekly,56+,Medium
292,57,Male,Dress,Clothing,26,Delaware,XL,Violet,Fall,3.3,Yes,Yes,40,Bank Transfer,Monthly,56+,Low
293,60,Male,Shoes,Footwear,99,Utah,M,Green,Spring,4.7,Yes,Yes,24,Cash,Quarterly,56+,High
294,69,Male,Handbag,Accessories,39,Connecticut,M,White,Spring,2.7,Yes,Yes,33,PayPal,Annually,56+,Medium
295,70,Male,Skirt,Clothing,20,New Jersey,M,Gold,Spring,4.6,Yes,Yes,19,Credit Card,Every 3 Months,56+,Low
299,69,Male,T-shirt,Clothing,53,Maryland,M,Lavender,Winter,4.0,Yes,Yes,11,Venmo,Every 3 Months,56+,Medium
306,60,Male,Sweater,Clothing,59,Utah,M,Teal,Fall,3.5,Yes,Yes,26,PayPal,Annually,56+,Medium
309,66,Male,Handbag,Accessories,29,Maryland,M,Beige,Fall,3.7,Yes,Yes,45,Venmo,Bi-Weekly,56+,Low
310,66,Male,Dress,Clothing,22,Minnesota,M,Yellow,Spring,4.5,Yes,Yes,21,Cash,Fortnightly,56+,Low
311,56,Male,Pants,Clothing,85,Montana,M,Charcoal,Winter,4.6,Yes,Yes,50,Cash,Fortnightly,56+,High
312,69,Male,Jeans,Clothing,52,Rhode Island,L,Silver,Winter,4.1,Yes,Yes,19,Bank Transfer,Monthly,56+,Medium
316,66,Male,Jewelry,Accessories,24,Wisconsin,XL,Orange,Spring,4.5,Yes,Yes,24,Debit Card,Annually,56+,Low
318,58,Male,Sweater,Clothing,82,West Virginia,L,Teal,Fall,4.3,Yes,Yes,42,Cash,Every 3 Months,56+,High
321,66,Male,Jewelry,Accessories,72,Kansas,L,White,Summer,4.9,Yes,Yes,28,Debit Card,Quarterly,56+,High
324,66,Male,Hoodie,Clothing,78,Tennessee,M,Orange,Winter,3.5,Yes,Yes,29,PayPal,Bi-Weekly,56+,High
326,70,Male,Pants,Clothing,70,Vermont,M,Charcoal,Winter,4.3,Yes,Yes,38,Debit Card,Annually,56+,Medium
327,62,Male,Scarf,Accessories,41,New Jersey,M,White,Fall,3.2,Yes,Yes,48,Bank Transfer,Weekly,56+,Medium
328,61,Male,Coat,Outerwear,42,Iowa,M,Teal,Summer,3.1,Yes,Yes,36,PayPal,Weekly,56+,Medium
330,70,Male,Socks,Clothing,31,Nevada,S,White,Summer,2.9,Yes,Yes,34,Bank Transfer,Monthly,56+,Medium
339,69,Male,Hoodie,Clothing,79,Massachusetts,M,Silver,Winter,3.5,Yes,Yes,16,Cash,Weekly,56+,High
343,64,Male,Coat,Outerwear,36,Kentucky,M,Olive,Spring,2.6,Yes,Yes,48,Credit Card,Every 3 Months,56+,Medium
349,56,Male,Blouse,Clothing,59,South Carolina,M,Beige,Fall,2.7,Yes,Yes,17,PayPal,Fortnightly,56+,Medium
354,63,Male,Sneakers,Footwear,64,Missouri,L,Yellow,Fall,4.1,Yes,Yes,35,Debit Card,Monthly,56+,Medium
355,58,Male,Jewelry,Accessories,76,Pennsylvania,S,Olive,Fall,3.0,Yes,Yes,42,Venmo,Weekly,56+,High
357,56,Male,Pants,Clothing,80,Nevada,L,Black,Spring,3.8,Yes,Yes,27,Cash,Weekly,56+,High
362,65,Male,T-shirt,Clothing,96,Nevada,M,White,Spring,2.6,Yes,Yes,45,Cash,Annually,56+,High
365,62,Male,Shoes,Footwear,88,North Dakota,L,Charcoal,Summer,3.0,Yes,Yes,7,Venmo,Every 3 Months,56+,High
367,64,Male,Socks,Clothing,36,Nebraska,M,Turquoise,Spring,3.5,Yes,Yes,37,Venmo,Fortnightly,56+,Medium
371,59,Male,Scarf,Accessories,34,Oregon,M,Olive,Winter,3.4,Yes,Yes,13,PayPal,Weekly,56+,Medium
375,69,Male,Jewelry,Accessories,78,Ohio,S,Purple,Spring,5.0,Yes,Yes,39,Bank Transfer,Monthly,56+,High
376,59,Male,Sunglasses,Accessories,32,Oklahoma,M,Olive,Summer,4.4,Yes,Yes,6,Debit Card,Quarterly,56+,Medium
378,63,Male,Scarf,Accessories,32,Maine,M,Silver,Spring,4.1,Yes,Yes,39,Credit Card,Every 3 Months,56+,Medium
382,66,Male,Jewelry,Accessories,25,Maine,L,Lavender,Winter,3.4,Yes,Yes,3,Credit Card,Every 3 Months,56+,Low
385,70,Male,Sweater,Clothing,33,California,M,Beige,Fall,4.5,Yes,Yes,6,Venmo,Annually,56+,Medium
386,67,Male,Shorts,Clothing,93,West Virginia,S,Yellow,Fall,2.7,Yes,Yes,12,Credit Card,Bi-Weekly,56+,High
387,64,Male,Jewelry,Accessories,39,Louisiana,L,Brown,Spring,3.4,Yes,Yes,40,PayPal,Quarterly,56+,Medium
400,60,Male,Scarf,Accessories,35,Idaho,L,Blue,Fall,3.5,Yes,Yes,10,Debit Card,Monthly,56+,Medium
412,59,Male,Jeans,Clothing,29,Michigan,M,Indigo,Summer,2.8,Yes,Yes,15,PayPal,Annually,56+,Low
414,70,Male,Jewelry,Accessories,99,Nevada,S,White,Summer,4.6,Yes,Yes,48,Cash,Monthly,56+,High
416,67,Male,Coat,Outerwear,31,Connecticut,M,Lavender,Winter,2.6,Yes,Yes,40,Bank Transfer,Monthly,56+,Medium
425,66,Male,Sweater,Clothing,23,Illinois,M,Gold,Winter,4.3,Yes,Yes,42,PayPal,Fortnightly,56+,Low
428,58,Male,Backpack,Accessories,91,Illinois,L,Black,Winter,4.5,Yes,Yes,6,Credit Card,Quarterly,56+,High
440,62,Male,Jacket,Outerwear,50,Idaho,M,Turquoise,Summer,3.4,Yes,Yes,31,Cash,Monthly,56+,Medium
448,60,Male,Shorts,Clothing,82,Washington,S,Turquoise,Spring,3.6,Yes,Yes,7,Bank Transfer,Every 3 Months,56+,High
452,66,Male,Jewelry,Accessories,31,Virginia,M,Pink,Summer,4.3,Yes,Yes,26,Credit Card,Fortnightly,56+,Medium
460,63,Male,Hat,Accessories,30,Maryland,L,Black,Winter,3.8,Yes,Yes,27,PayPal,Fortnightly,56+,Low
461,64,Male,Shoes,Footwear,65,South Carolina,L,Teal,Summer,3.7,Yes,Yes,27,Bank Transfer,Weekly,56+,Medium
463,59,Male,Jacket,Outerwear,81,Illinois,M,White,Fall,3.3,Yes,Yes,48,Venmo,Every 3 Months,56+,High
475,62,Male,Sweater,Clothing,76,Arkansas,XL,Maroon,Summer,2.6,Yes,Yes,15,Cash,Quarterly,56+,High
481,68,Male,Hoodie,Clothing,88,Vermont,M,Gray,Summer,4.8,Yes,Yes,30,Debit Card,Bi-Weekly,56+,High
485,68,Male,Hat,Accessories,73,Missouri,L,Lavender,Summer,4.7,Yes,Yes,28,Bank Transfer,Quarterly,56+,High
489,58,Male,Sweater,Clothing,29,Maine,L,Olive,Spring,4.6,Yes,Yes,32,Venmo,Weekly,56+,Low
491,57,Male,Sneakers,Footwear,42,Colorado,M,Silver,Winter,4.2,Yes,Yes,47,Cash,Monthly,56+,Medium
502,64,Male,Boots,Footwear,45,Florida,M,Cyan,Spring,2.9,Yes,Yes,21,Venmo,Annually,56+,Medium
503,59,Male,Pants,Clothing,30,South Carolina,S,Cyan,Fall,2.8,Yes,Yes,8,PayPal,Fortnightly,56+,Low
506,61,Male,T-shirt,Clothing,63,Maine,L,Gray,Spring,4.3,Yes,Yes,9,Cash,Bi-Weekly,56+,Medium
508,65,Male,Shorts,Clothing,20,Maine,M,Magenta,Spring,5.0,Yes,Yes,33,Debit Card,Fortnightly,56+,Low
512,61,Male,Shirt,Clothing,46,Hawaii,L,Yellow,Fall,3.1,Yes,Yes,8,PayPal,Annually,56+,Medium
515,64,Male,Skirt,Clothing,62,Indiana,S,Olive,Winter,4.3,Yes,Yes,47,PayPal,Quarterly,56+,Medium
518,61,Male,Boots,Footwear,49,North Dakota,L,Silver,Fall,2.7,Yes,Yes,44,Cash,Every 3 Months,56+,Medium
523,65,Male,Gloves,Accessories,88,Minnesota,M,Blue,Spring,2.5,Yes,Yes,37,Cash,Quarterly,56+,High
525,59,Male,Shirt,Clothing,39,Pennsylvania,M,Gold,Summer,4.8,Yes,Yes,44,PayPal,Annually,56+,Medium
534,57,Male,Sandals,Footwear,60,North Carolina,L,Pink,Spring,4.5,Yes,Yes,17,Debit Card,Weekly,56+,Medium
535,65,Male,Gloves,Accessories,72,Florida,L,Pink,Fall,4.5,Yes,Yes,4,PayPal,Quarterly,56+,High
536,56,Male,T-shirt,Clothing,45,West Virginia,L,Maroon,Spring,3.2,Yes,Yes,24,Bank Transfer,Weekly,56+,Medium
547,62,Male,Hoodie,Clothing,74,New Mexico,M,Brown,Winter,3.4,Yes,Yes,45,Venmo,Bi-Weekly,56+,High
551,62,Male,Belt,Accessories,62,Georgia,M,Olive,Summer,3.3,Yes,Yes,12,PayPal,Weekly,56+,Medium
554,63,Male,Sunglasses,Accessories,59,Florida,M,White,Winter,3.2,Yes,Yes,15,Credit Card,Quarterly,56+,Medium
555,56,Male,Sneakers,Footwear,47,Minnesota,M,Red,Summer,3.0,Yes,Yes,34,Bank Transfer,Weekly,56+,Medium
556,63,Male,Gloves,Accessories,57,Maine,M,White,Fall,4.8,Yes,Yes,37,Venmo,Annually,56+,Medium
560,66,Male,Scarf,Accessories,41,Arizona,M,Indigo,Fall,2.9,Yes,Yes,22,Bank Transfer,Monthly,56+,Medium
562,65,Male,Jacket,Outerwear,65,Alabama,M,Blue,Fall,2.6,Yes,Yes,25,PayPal,Fortnightly,56+,Medium
564,61,Male,Shoes,Footwear,99,Idaho,M,Black,Fall,4.4,Yes,Yes,16,Debit Card,Quarterly,56+,High
565,67,Male,Hoodie,Clothing,58,Florida,M,Olive,Winter,3.4,Yes,Yes,30,Bank Transfer,Weekly,56+,Medium
566,59,Male,Backpack,Accessories,43,Idaho,L,Lavender,Fall,4.2,Yes,Yes,10,Venmo,Weekly,56+,Medium
570,65,Male,Skirt,Clothing,33,Alabama,M,Pink,Fall,4.4,Yes,Yes,46,Credit Card,Every 3 Months,56+,Medium
571,65,Male,T-shirt,Clothing,99,Iowa,XL,Purple,Fall,4.1,Yes,Yes,20,Cash,Annually,56+,High
573,56,Male,Scarf,Accessories,97,South Carolina,XL,Cyan,Summer,4.6,Yes,Yes,26,Bank Transfer,Annually,56+,High
574,58,Male,Pants,Clothing,68,California,M,Charcoal,Summer,3.2,Yes,Yes,23,Credit Card,Bi-Weekly,56+,Medium
576,58,Male,Jeans,Clothing,86,Nebraska,M,Peach,Fall,4.8,Yes,Yes,38,PayPal,Monthly,56+,High
579,69,Male,Sandals,Footwear,90,Maine,M,Purple,Fall,4.6,Yes,Yes,22,Credit Card,Fortnightly,56+,High
580,58,Male,Sandals,Footwear,41,California,M,Violet,Winter,3.7,Yes,Yes,48,Credit Card,Annually,56+,Medium
585,70,Male,Socks,Clothing,94,Indiana,M,White,Spring,4.7,Yes,Yes,20,Debit Card,Monthly,56+,High
586,69,Male,Socks,Clothing,23,South Carolina,M,Gray,Fall,2.8,Yes,Yes,5,Cash,Every 3 Months,56+,Low
591,64,Male,Belt,Accessories,39,Alaska,S,Turquoise,Fall,4.6,Yes,Yes,30,Venmo,Fortnightly,56+,Medium
593,60,Male,Boots,Footwear,29,North Dakota,M,Brown,Fall,3.2,Yes,Yes,42,Venmo,Every 3 Months,56+,Low
594,67,Male,Coat,Outerwear,35,Alaska,S,Green,Winter,4.4,Yes,Yes,9,PayPal,Every 3 Months,56+,Medium
598,70,Male,Jewelry,Accessories,69,Alaska,L,Gold,Summer,3.4,Yes,Yes,19,Bank Transfer,Fortnightly,56+,Medium
613,67,Male,Hat,Accessories,43,New Hampshire,L,Lavender,Fall,4.6,Yes,Yes,33,Credit Card,Quarterly,56+,Medium
614,61,Male,Coat,Outerwear,51,Pennsylvania,L,Lavender,Fall,2.6,Yes,Yes,46,Cash,Bi-Weekly,56+,Medium
615,68,Male,Jewelry,Accessories,85,Idaho,M,Lavender,Winter,4.0,Yes,Yes,21,Credit Card,Bi-Weekly,56+,High
616,67,Male,Sandals,Footwear,100,Maryland,L,Olive,Summer,2.6,Yes,Yes,23,Venmo,Annually,56+,High
619,61,Male,Jacket,Outerwear,94,Indiana,L,Cyan,Spring,4.0,Yes,Yes,21,Debit Card,Bi-Weekly,56+,High
623,69,Male,Socks,Clothing,63,Georgia,S,Peach,Spring,4.0,Yes,Yes,44,Bank Transfer,Fortnightly,56+,Medium
629,69,Male,Sweater,Clothing,85,Massachusetts,M,White,Fall,3.7,Yes,Yes,29,Credit Card,Monthly,56+,High
634,66,Male,Sandals,Footwear,33,Minnesota,M,Orange,Spring,2.9,Yes,Yes,50,Debit Card,Quarterly,56+,Medium
643,64,Male,Skirt,Clothing,25,Arkansas,L,Red,Spring,2.8,Yes,Yes,14,Debit Card,Bi-Weekly,56+,Low
645,68,Male,Backpack,Accessories,93,Louisiana,S,Blue,Summer,4.3,Yes,Yes,37,Cash,Weekly,56+,High
646,62,Male,Hoodie,Clothing,42,Oklahoma,S,Purple,Summer,4.2,Yes,Yes,15,Venmo,Bi-Weekly,56+,Medium
653,64,Male,Sunglasses,Accessories,27,Minnesota,M,Beige,Winter,3.1,Yes,Yes,27,Venmo,Weekly,56+,Low
659,62,Male,Backpack,Accessories,37,Louisiana,S,White,Fall,4.9,Yes,Yes,20,Venmo,Weekly,56+,Medium
660,62,Male,Shorts,Clothing,52,Virginia,S,Gold,Spring,3.6,Yes,Yes,8,Cash,Weekly,56+,Medium
662,57,Male,Shirt,Clothing,68,Iowa,XL,Green,Fall,4.1,Yes,Yes,39,Credit Card,Quarterly,56+,Medium
664,59,Male,Dress,Clothing,83,Alaska,M,Charcoal,Fall,4.7,Yes,Yes,23,Credit Card,Monthly,56+,High
665,63,Male,Pants,Clothing,83,Colorado,M,Indigo,Winter,4.4,Yes,Yes,41,PayPal,Bi-Weekly,56+,High
671,63,Male,Sweater,Clothing,41,Louisiana,XL,Purple,Spring,4.8,Yes,Yes,37,Cash,Bi-Weekly,56+,Medium
673,59,Male,Socks,Clothing,53,Washington,M,Peach,Winter,3.3,Yes,Yes,29,Cash,Quarterly,56+,Medium
676,64,Male,Sunglasses,Accessories,86,Arkansas,M,Yellow,Spring,2.6,Yes,Yes,9,Cash,Annually,56+,High
678,60,Male,Socks,Clothing,62,Washington,S,Turquoise,Summer,2.7,Yes,Yes,41,PayPal,Annually,56+,Medium
680,56,Male,Sandals,Footwear,95,Michigan,M,Turquoise,Fall,3.4,Yes,Yes,37,Venmo,Fortnightly,56+,High
681,58,Male,Sneakers,Footwear,25,Tennessee,M,Magenta,Spring,4.2,Yes,Yes,3,PayPal,Annually,56+,Low
685,63,Male,Hat,Accessories,82,Alabama,M,Yellow,Summer,4.7,Yes,Yes,42,Debit Card,Monthly,56+,High
686,70,Male,Blouse,Clothing,71,Massachusetts,XL,Magenta,Winter,3.5,Yes,Yes,32,Cash,Fortnightly,56+,High
687,70,Male,Sweater,Clothing,35,Indiana,L,Beige,Fall,3.0,Yes,Yes,33,Venmo,Fortnightly,56+,Medium
692,60,Male,Backpack,Accessories,21,Massachusetts,L,Silver,Summer,2.9,Yes,Yes,37,PayPal,Bi-Weekly,56+,Low
698,61,Male,Scarf,Accessories,63,North Dakota,XL,Brown,Summer,4.6,Yes,Yes,40,Debit Card,Quarterly,56+,Medium
701,57,Male,Pants,Clothing,79,Wisconsin,L,Olive,Winter,4.1,Yes,Yes,5,PayPal,Monthly,56+,High
704,63,Male,Dress,Clothing,87,Connecticut,L,Pink,Summer,3.0,Yes,Yes,21,Venmo,Weekly,56+,High
708,59,Male,Shirt,Clothing,38,Louisiana,L,Purple,Spring,3.7,Yes,Yes,21,Venmo,Annually,56+,Medium
712,64,Male,Boots,Footwear,60,New Hampshire,M,Maroon,Spring,3.5,Yes,Yes,13,Bank Transfer,Bi-Weekly,56+,Medium
720,63,Male,Shorts,Clothing,22,Mississippi,L,Turquoise,Summer,3.3,Yes,Yes,42,Venmo,Bi-Weekly,56+,Low
726,61,Male,Hat,Accessories,61,Texas,L,Silver,Winter,3.1,Yes,Yes,33,Debit Card,Fortnightly,56+,Medium
728,62,Male,Sweater,Clothing,97,Arkansas,S,Gray,Winter,4.8,Yes,Yes,37,Venmo,Every 3 Months,56+,High
735,65,Male,Shirt,Clothing,69,New Jersey,S,Violet,Winter,3.1,Yes,Yes,39,Bank Transfer,Every 3 Months,56+,Medium
736,61,Male,Sunglasses,Accessories,48,Montana,M,Orange,Fall,3.6,Yes,Yes,48,Cash,Bi-Weekly,56+,Medium
739,56,Male,Sunglasses,Accessories,31,Minnesota,L,Orange,Winter,3.5,Yes,Yes,27,Venmo,Quarterly,56+,Medium
740,64,Male,Shorts,Clothing,29,Minnesota,S,Purple,Summer,3.5,Yes,Yes,26,Venmo,Bi-Weekly,56+,Low
743,64,Male,Pants,Clothing,39,Nevada,M,Charcoal,Summer,3.1,Yes,Yes,21,Debit Card,Quarterly,56+,Medium
745,67,Male,Boots,Footwear,66,Illinois,S,Charcoal,Spring,4.1,Yes,Yes,42,Debit Card,Bi-Weekly,56+,Medium
750,56,Male,Scarf,Accessories,71,Oklahoma,M,Olive,Winter,3.7,Yes,Yes,11,Debit Card,Quarterly,56+,High
752,65,Male,Gloves,Accessories,72,Ohio,L,Indigo,Fall,4.8,Yes,Yes,1,Credit Card,Monthly,56+,High
